Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Fwd IAT Mean,Bwd IAT Mean,Active Mean,Idle Mean,Label
625.8120536804199,56,55,3080,3630,55,55,55,66,66,66,10722.068967093688,177.36954625147533,2240,2200,89.48373504578936,87.88581120568597,55,66,60.450450450450454,5.499776799301899,30.24754484213944,0.011369219693270597,0.011589112105192962,0,0.005637946429553333,BENIGN
601.334810256958,9,9,638,634,80,60,70.88888888888889,84,54,70.44444444444444,2115.294139476905,29.933407634107148,360,360,14.966703817053574,14.966703817053574,54,84,70.66666666666667,12.489995996796798,156.00000000000003,0.07516685128211975,0.07516685128211975,0,0.03340748945871989,BENIGN
0,1,1,60,54,60,60,60,54,54,54,0,0,40,40,0,0,54,60,57,3,9,0,0,0,0,BENIGN
515.6354904174805,545,963,450698,759087,1454,54,826.9688073394495,1454,60,788.2523364485982,2346201.963368554,2924.546560553966,21800,38520,1056.9481933036548,1867.5983672503112,54,1454,802.2446949602122,650.2142651886995,422778.59065488045,0.0009478593573850743,0.0005360036282925992,0,0.00034193334908320987,BENIGN
323.35495948791504,4,2,272,156,82,54,68,78,78,78,1323.6228096758043,18.55545994872623,160,80,12.370306632484153,6.185153316242077,54,82,71.33333333333333,12.364824660660938,152.88888888888889,0.10778498649597168,0.3175063133239746,0,0.05389249324798584,BENIGN
2.0134449005126953,6,5,392,522,108,54,65.33333333333333,282,60,104.4,453948.3547661338,5463.273416222617,240,200,2979.967317939609,2483.3060982830075,54,282,83.0909090909091,64.58462319870735,4171.173553719008,0.00040268898010253906,0.0002530217170715332,0,0.00018304044550115412,BENIGN
2.0134449005126953,6,5,392,464,108,54,65.33333333333333,224,60,92.8,425142.0040260509,5463.273416222617,240,200,2979.967317939609,2483.3060982830075,54,224,77.81818181818181,48.493332591038985,2351.603305785124,0.00040268898010253906,0.0003781914710998535,0,0.00018304044550115412,BENIGN
1.512765884399414,6,5,392,480,108,54,65.33333333333333,240,60,96,576427.59464145,7271.449014972419,240,200,3966.244917257683,3305.2040977147362,54,240,79.27272727272727,52.896280860998345,2798.01652892562,0.0003025531768798828,0.0003781914710998535,0,0.00013752417130903765,BENIGN
616.1501407623291,113,82,57539,14553,1454,54,509.1946902654867,1454,60,177.47560975609755,117003.94957437563,316.4813039866178,4520,3280,183.39685820762978,133.08444577898797,54,1454,369.7025641025641,490.3595789419149,240452.51666009205,0.005501340542520795,0.007600610638842171,0,0.0031597443116016875,BENIGN
592.6542282104492,2,2,110,132,55,55,55,66,66,66,408.33252929069926,6.749298004804946,80,80,3.374649002402473,3.374649002402473,55,66,60.5,5.5,30.25,0.5926542282104492,0.5926542282104492,0,0.1481635570526123,BENIGN
592.6816463470459,86,40,103485,4637,1454,54,1203.3139534883721,627,60,115.925,182428.45997746478,212.5930518965665,3440,1600,145.10319415162476,67.48985774494174,54,1454,858.1111111111111,650.7821450783156,423517.4003527338,0.006972725251141717,0.015184127367459811,0,0.00470382259005592,BENIGN
58.50028991699219,55,55,53528,8396,1454,54,973.2363636363636,1334,60,152.65454545454546,1058524.668644648,1880.3325617032376,2200,2200,940.1662808516188,940.1662808516188,54,1454,562.9454545454546,582.3163594467692,339092.3424793389,0.001083338702166522,0.001083338702166522,0,0.0005318208174272017,BENIGN
55.00602722167969,11,13,4522,1366,1454,54,411.09090909090907,465,60,105.07692307692308,107042.81507680571,436.31582232393635,440,520,199.97808523180416,236.3377370921322,54,1454,245.33333333333334,375.6405270408873,141105.8055555556,0.005500602722167969,0.004542152086893718,0,0.0022919178009033203,BENIGN
243.66140365600586,14,18,3474,7142,1454,54,248.14285714285714,1454,60,396.77777777777777,43568.65650740222,131.32978600573392,560,720,57.456781377508584,73.87300462822533,54,1454,331.75,470.46300332757306,221335.4375,0.018704561086801384,0.014333023744470933,0,0.007614418864250183,BENIGN
585.5240821838379,5,6,1708,1237,1343,54,341.6,898,60,206.16666666666666,5029.682108062899,18.78658851908044,200,240,8.539358417763836,10.247230101316603,54,1343,267.72727272727275,414.1321903382786,171505.4710743802,0.14638102054595947,0.11700444221496582,0,0.05322946201671253,BENIGN
2.5076866149902344,5,5,393,487,165,54,78.6,241,60,97.4,350921.04202319833,3987.739113899981,200,200,1993.8695569499905,1993.8695569499905,54,241,88,60.1049082854304,3612.6,0.0005019307136535645,0.00037658214569091797,0,0.0002507686614990234,BENIGN
595.0863361358643,8,4,552,320,84,54,69,80,80,80,1465.3335945541078,20.1651412094602,320,160,13.443427472973466,6.721713736486733,54,84,72.66666666666667,13.299958228840001,176.88888888888889,0.08501233373369489,0.19785968462626138,0,0.04959052801132202,BENIGN
355.9255599975586,39,35,41760,5260,1454,54,1070.7692307692307,844,60,150.28571428571428,132106.27525688946,207.90864247149767,1560,1400,109.57347373497849,98.33516873651917,54,1454,635.4054054054054,640.5037907122232,410245.1059167275,0.009353098116422954,0.010468398823457606,0,0.004809804864831873,BENIGN
40.42530059814453,10,12,4206,1306,1454,54,420.6,465,60,108.83333333333333,136350.25388662153,544.213640331218,400,480,247.36983651419,296.843803817028,54,1454,250.54545454545453,363.4706099501315,132110.88429752065,0.004491700066460503,0.0036750273271040483,0,0.0018375136635520241,BENIGN
583.6095809936523,10,13,3559,2064,1454,54,355.9,698,60,158.76923076923077,9634.865812905766,39.409908180123175,400,520,17.13474268701008,22.2751654931131,54,1454,244.47826086956522,343.1422407012829,117746.59735349716,0.0648455089992947,0.04863413174947103,0,0.025374329608419666,BENIGN
558.8257312774658,6,4,1783,1038,644,54,297.1666666666667,459,60,259.5,5048.085372789194,17.894666333885834,240,160,10.7367998003315,7.157866533554334,54,644,282.1,220.88886345852748,48791.89,0.11176514625549316,0.18610421816507974,0,0.05588257312774658,BENIGN
578.7906646728516,2,2,110,132,55,55,55,66,66,66,418.1131707381374,6.910961499803924,80,80,3.455480749901962,3.455480749901962,55,66,60.5,5.5,30.25,0.5787906646728516,0.5782902240753174,0,0.1446976661682129,BENIGN
2.023458480834961,6,5,390,516,106,54,65,276,60,103.2,447748.2530929657,5436.237068457641,240,200,2965.2202191587135,2471.016849298928,54,276,82.36363636363636,62.834953687885196,3948.231404958677,0.0004046916961669922,0.0003806948661804199,0,0.00018395077098499644,BENIGN
2.023458480834961,6,5,390,456,106,54,65,216,60,91.2,418096.05090137856,5436.237068457641,240,200,2965.2202191587135,2471.016849298928,54,216,76.9090909090909,46.18826010904531,2133.3553719008264,0.0004046916961669922,0.0003806948661804199,0,0.00018395077098499644,BENIGN
1.5227794647216797,6,5,390,468,106,54,65,228,60,93.6,563443.3743541569,7223.633004540473,240,200,3940.1634570220763,3283.4695475183967,54,228,78,49.48461652602021,2448.7272727272725,0.00030455589294433596,0.0002554655075073242,0,0.00013843449679287997,BENIGN
