Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Fwd IAT Mean,Bwd IAT Mean,Active Mean,Idle Mean,Label
48.411,1,1,86,86,86,86,86,86,86,86,3552.911528371651071037574105,41.31292474850757059346016401,28,28,20.65646237425378529673008201,20.65646237425378529673008201,86,86,86,0,0,0,0,0,0.0242055,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0,1,0,60,0,60,60,60,0,0,0,0,0,40,0,0,0,60,60,60,0,0,0,0,0,0,PortScan
0.777,2,1,120,58,60,60,60,58,58,58,229086.2290862290862290862291,3861.003861003861003861003861,80,40,2574.002574002574002574002574,1287.001287001287001287001287,58,60,59.333333333333336,0.9428090415820634,0.888888888888889,0.000777,0,0,0.000259,PortScan
